year,fuel,energy_[pj],category,state
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
,coal_by_products [pj],,consumption_of_fuels,Tasmania
1960,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1961,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1962,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1963,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1964,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1965,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1966,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1967,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1968,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1969,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1970,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1971,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1972,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1973,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1974,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1975,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1976,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1977,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1978,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1979,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1980,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1981,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1982,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1983,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1984,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1985,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1986,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1987,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1988,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1989,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1990,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1991,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1992,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1993,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1994,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1995,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1996,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1997,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1998,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1999,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
2000,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
2001,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
2002,liquid_gas_biofuels [pj],0.018,consumption_of_fuels,Tasmania
2003,liquid_gas_biofuels [pj],0.018,consumption_of_fuels,Tasmania
2004,liquid_gas_biofuels [pj],0.018,consumption_of_fuels,Tasmania
2005,liquid_gas_biofuels [pj],0.019,consumption_of_fuels,Tasmania
2006,liquid_gas_biofuels [pj],0.019,consumption_of_fuels,Tasmania
2007,liquid_gas_biofuels [pj],0.286,consumption_of_fuels,Tasmania
2008,liquid_gas_biofuels [pj],0.498,consumption_of_fuels,Tasmania
2009,liquid_gas_biofuels [pj],0.356,consumption_of_fuels,Tasmania
2010,liquid_gas_biofuels [pj],0.385,consumption_of_fuels,Tasmania
2011,liquid_gas_biofuels [pj],0.391,consumption_of_fuels,Tasmania
2012,liquid_gas_biofuels [pj],0.4,consumption_of_fuels,Tasmania
2013,liquid_gas_biofuels [pj],0.36,consumption_of_fuels,Tasmania
2014,liquid_gas_biofuels [pj],0.422,consumption_of_fuels,Tasmania
2015,liquid_gas_biofuels [pj],0.366,consumption_of_fuels,Tasmania
2016,liquid_gas_biofuels [pj],0.312,consumption_of_fuels,Tasmania
2017,liquid_gas_biofuels [pj],0.292,consumption_of_fuels,Tasmania
2018,liquid_gas_biofuels [pj],0.306,consumption_of_fuels,Tasmania
2019,liquid_gas_biofuels [pj],0.337,consumption_of_fuels,Tasmania
2020,liquid_gas_biofuels [pj],0.342,consumption_of_fuels,Tasmania
2021,liquid_gas_biofuels [pj],0.389,consumption_of_fuels,Tasmania
2022,liquid_gas_biofuels [pj],0.389,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
,liquid_gas_biofuels [pj],,consumption_of_fuels,Tasmania
1960,wood_woodwaste [pj],9.8,consumption_of_fuels,Tasmania
1961,wood_woodwaste [pj],9.5,consumption_of_fuels,Tasmania
1962,wood_woodwaste [pj],9.1,consumption_of_fuels,Tasmania
1963,wood_woodwaste [pj],8.9,consumption_of_fuels,Tasmania
1964,wood_woodwaste [pj],8.6,consumption_of_fuels,Tasmania
1965,wood_woodwaste [pj],8.3,consumption_of_fuels,Tasmania
1966,wood_woodwaste [pj],8.0,consumption_of_fuels,Tasmania
1967,wood_woodwaste [pj],7.7,consumption_of_fuels,Tasmania
1968,wood_woodwaste [pj],7.5,consumption_of_fuels,Tasmania
1969,wood_woodwaste [pj],7.2,consumption_of_fuels,Tasmania
1970,wood_woodwaste [pj],7.0,consumption_of_fuels,Tasmania
1971,wood_woodwaste [pj],6.8,consumption_of_fuels,Tasmania
1972,wood_woodwaste [pj],6.6,consumption_of_fuels,Tasmania
1973,wood_woodwaste [pj],6.5,consumption_of_fuels,Tasmania
1974,wood_woodwaste [pj],6.3,consumption_of_fuels,Tasmania
1975,wood_woodwaste [pj],6.1,consumption_of_fuels,Tasmania
1976,wood_woodwaste [pj],6.0,consumption_of_fuels,Tasmania
1977,wood_woodwaste [pj],5.9,consumption_of_fuels,Tasmania
1978,wood_woodwaste [pj],6.0,consumption_of_fuels,Tasmania
1979,wood_woodwaste [pj],6.1,consumption_of_fuels,Tasmania
1980,wood_woodwaste [pj],6.4,consumption_of_fuels,Tasmania
1981,wood_woodwaste [pj],6.9,consumption_of_fuels,Tasmania
1982,wood_woodwaste [pj],7.0,consumption_of_fuels,Tasmania
1983,wood_woodwaste [pj],8.0,consumption_of_fuels,Tasmania
1984,wood_woodwaste [pj],8.5,consumption_of_fuels,Tasmania
1985,wood_woodwaste [pj],9.1,consumption_of_fuels,Tasmania
1986,wood_woodwaste [pj],9.5,consumption_of_fuels,Tasmania
1987,wood_woodwaste [pj],10.4,consumption_of_fuels,Tasmania
1988,wood_woodwaste [pj],11.2,consumption_of_fuels,Tasmania
1989,wood_woodwaste [pj],11.4,consumption_of_fuels,Tasmania
1990,wood_woodwaste [pj],11.7,consumption_of_fuels,Tasmania
1991,wood_woodwaste [pj],11.2,consumption_of_fuels,Tasmania
1992,wood_woodwaste [pj],11.5,consumption_of_fuels,Tasmania
1993,wood_woodwaste [pj],11.1,consumption_of_fuels,Tasmania
1994,wood_woodwaste [pj],11.3,consumption_of_fuels,Tasmania
1995,wood_woodwaste [pj],11.6,consumption_of_fuels,Tasmania
1996,wood_woodwaste [pj],11.8,consumption_of_fuels,Tasmania
1997,wood_woodwaste [pj],11.8,consumption_of_fuels,Tasmania
1998,wood_woodwaste [pj],11.3,consumption_of_fuels,Tasmania
1999,wood_woodwaste [pj],11.2,consumption_of_fuels,Tasmania
2000,wood_woodwaste [pj],11.5,consumption_of_fuels,Tasmania
2001,wood_woodwaste [pj],12.7,consumption_of_fuels,Tasmania
2002,wood_woodwaste [pj],9.948,consumption_of_fuels,Tasmania
2003,wood_woodwaste [pj],9.785,consumption_of_fuels,Tasmania
2004,wood_woodwaste [pj],9.528,consumption_of_fuels,Tasmania
2005,wood_woodwaste [pj],8.929,consumption_of_fuels,Tasmania
2006,wood_woodwaste [pj],8.931,consumption_of_fuels,Tasmania
2007,wood_woodwaste [pj],8.817,consumption_of_fuels,Tasmania
2008,wood_woodwaste [pj],8.363,consumption_of_fuels,Tasmania
2009,wood_woodwaste [pj],7.758,consumption_of_fuels,Tasmania
2010,wood_woodwaste [pj],6.627,consumption_of_fuels,Tasmania
2011,wood_woodwaste [pj],6.917,consumption_of_fuels,Tasmania
2012,wood_woodwaste [pj],7.15,consumption_of_fuels,Tasmania
2013,wood_woodwaste [pj],6.883,consumption_of_fuels,Tasmania
2014,wood_woodwaste [pj],6.551,consumption_of_fuels,Tasmania
2015,wood_woodwaste [pj],6.476,consumption_of_fuels,Tasmania
2016,wood_woodwaste [pj],6.515,consumption_of_fuels,Tasmania
2017,wood_woodwaste [pj],6.715,consumption_of_fuels,Tasmania
2018,wood_woodwaste [pj],5.794,consumption_of_fuels,Tasmania
2019,wood_woodwaste [pj],5.518,consumption_of_fuels,Tasmania
2020,wood_woodwaste [pj],5.437,consumption_of_fuels,Tasmania
2021,wood_woodwaste [pj],5.162,consumption_of_fuels,Tasmania
2022,wood_woodwaste [pj],5.28,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
,wood_woodwaste [pj],,consumption_of_fuels,Tasmania
1960,bagasse [pj],,consumption_of_fuels,Tasmania
1961,bagasse [pj],,consumption_of_fuels,Tasmania
1962,bagasse [pj],,consumption_of_fuels,Tasmania
1963,bagasse [pj],,consumption_of_fuels,Tasmania
1964,bagasse [pj],,consumption_of_fuels,Tasmania
1965,bagasse [pj],,consumption_of_fuels,Tasmania
1966,bagasse [pj],,consumption_of_fuels,Tasmania
1967,bagasse [pj],,consumption_of_fuels,Tasmania
1968,bagasse [pj],,consumption_of_fuels,Tasmania
1969,bagasse [pj],,consumption_of_fuels,Tasmania
1970,bagasse [pj],,consumption_of_fuels,Tasmania
1971,bagasse [pj],,consumption_of_fuels,Tasmania
1972,bagasse [pj],,consumption_of_fuels,Tasmania
1973,bagasse [pj],,consumption_of_fuels,Tasmania
1974,bagasse [pj],,consumption_of_fuels,Tasmania
1975,bagasse [pj],,consumption_of_fuels,Tasmania
1976,bagasse [pj],,consumption_of_fuels,Tasmania
1977,bagasse [pj],,consumption_of_fuels,Tasmania
1978,bagasse [pj],,consumption_of_fuels,Tasmania
1979,bagasse [pj],,consumption_of_fuels,Tasmania
1980,bagasse [pj],,consumption_of_fuels,Tasmania
1981,bagasse [pj],,consumption_of_fuels,Tasmania
1982,bagasse [pj],,consumption_of_fuels,Tasmania
1983,bagasse [pj],,consumption_of_fuels,Tasmania
1984,bagasse [pj],,consumption_of_fuels,Tasmania
1985,bagasse [pj],,consumption_of_fuels,Tasmania
1986,bagasse [pj],,consumption_of_fuels,Tasmania
1987,bagasse [pj],,consumption_of_fuels,Tasmania
1988,bagasse [pj],,consumption_of_fuels,Tasmania
1989,bagasse [pj],,consumption_of_fuels,Tasmania
1990,bagasse [pj],,consumption_of_fuels,Tasmania
1991,bagasse [pj],,consumption_of_fuels,Tasmania
1992,bagasse [pj],,consumption_of_fuels,Tasmania
1993,bagasse [pj],,consumption_of_fuels,Tasmania
1994,bagasse [pj],,consumption_of_fuels,Tasmania
1995,bagasse [pj],,consumption_of_fuels,Tasmania
1996,bagasse [pj],,consumption_of_fuels,Tasmania
1997,bagasse [pj],,consumption_of_fuels,Tasmania
1998,bagasse [pj],,consumption_of_fuels,Tasmania
1999,bagasse [pj],,consumption_of_fuels,Tasmania
2000,bagasse [pj],,consumption_of_fuels,Tasmania
2001,bagasse [pj],,consumption_of_fuels,Tasmania
2002,bagasse [pj],,consumption_of_fuels,Tasmania
2003,bagasse [pj],,consumption_of_fuels,Tasmania
2004,bagasse [pj],,consumption_of_fuels,Tasmania
2005,bagasse [pj],,consumption_of_fuels,Tasmania
2006,bagasse [pj],,consumption_of_fuels,Tasmania
2007,bagasse [pj],,consumption_of_fuels,Tasmania
2008,bagasse [pj],,consumption_of_fuels,Tasmania
2009,bagasse [pj],,consumption_of_fuels,Tasmania
2010,bagasse [pj],,consumption_of_fuels,Tasmania
2011,bagasse [pj],,consumption_of_fuels,Tasmania
2012,bagasse [pj],,consumption_of_fuels,Tasmania
2013,bagasse [pj],,consumption_of_fuels,Tasmania
2014,bagasse [pj],,consumption_of_fuels,Tasmania
2015,bagasse [pj],,consumption_of_fuels,Tasmania
2016,bagasse [pj],,consumption_of_fuels,Tasmania
2017,bagasse [pj],,consumption_of_fuels,Tasmania
2018,bagasse [pj],,consumption_of_fuels,Tasmania
2019,bagasse [pj],,consumption_of_fuels,Tasmania
2020,bagasse [pj],,consumption_of_fuels,Tasmania
2021,bagasse [pj],,consumption_of_fuels,Tasmania
2022,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
,bagasse [pj],,consumption_of_fuels,Tasmania
1960,refinery_input [pj],,consumption_of_fuels,Tasmania
1961,refinery_input [pj],,consumption_of_fuels,Tasmania
1962,refinery_input [pj],,consumption_of_fuels,Tasmania
1963,refinery_input [pj],,consumption_of_fuels,Tasmania
1964,refinery_input [pj],,consumption_of_fuels,Tasmania
1965,refinery_input [pj],,consumption_of_fuels,Tasmania
1966,refinery_input [pj],,consumption_of_fuels,Tasmania
1967,refinery_input [pj],,consumption_of_fuels,Tasmania
1968,refinery_input [pj],,consumption_of_fuels,Tasmania
1969,refinery_input [pj],,consumption_of_fuels,Tasmania
1970,refinery_input [pj],,consumption_of_fuels,Tasmania
1971,refinery_input [pj],,consumption_of_fuels,Tasmania
1972,refinery_input [pj],,consumption_of_fuels,Tasmania
1973,refinery_input [pj],,consumption_of_fuels,Tasmania
1974,refinery_input [pj],,consumption_of_fuels,Tasmania
1975,refinery_input [pj],,consumption_of_fuels,Tasmania
1976,refinery_input [pj],,consumption_of_fuels,Tasmania
1977,refinery_input [pj],,consumption_of_fuels,Tasmania
1978,refinery_input [pj],,consumption_of_fuels,Tasmania
1979,refinery_input [pj],,consumption_of_fuels,Tasmania
1980,refinery_input [pj],,consumption_of_fuels,Tasmania
1981,refinery_input [pj],,consumption_of_fuels,Tasmania
1982,refinery_input [pj],,consumption_of_fuels,Tasmania
1983,refinery_input [pj],,consumption_of_fuels,Tasmania
1984,refinery_input [pj],,consumption_of_fuels,Tasmania
1985,refinery_input [pj],,consumption_of_fuels,Tasmania
1986,refinery_input [pj],,consumption_of_fuels,Tasmania
1987,refinery_input [pj],,consumption_of_fuels,Tasmania
1988,refinery_input [pj],,consumption_of_fuels,Tasmania
1989,refinery_input [pj],,consumption_of_fuels,Tasmania
1990,refinery_input [pj],,consumption_of_fuels,Tasmania
1991,refinery_input [pj],,consumption_of_fuels,Tasmania
1992,refinery_input [pj],,consumption_of_fuels,Tasmania
1993,refinery_input [pj],,consumption_of_fuels,Tasmania
1994,refinery_input [pj],,consumption_of_fuels,Tasmania
1995,refinery_input [pj],,consumption_of_fuels,Tasmania
1996,refinery_input [pj],,consumption_of_fuels,Tasmania
1997,refinery_input [pj],,consumption_of_fuels,Tasmania
1998,refinery_input [pj],,consumption_of_fuels,Tasmania
1999,refinery_input [pj],,consumption_of_fuels,Tasmania
2000,refinery_input [pj],,consumption_of_fuels,Tasmania
2001,refinery_input [pj],,consumption_of_fuels,Tasmania
2002,refinery_input [pj],,consumption_of_fuels,Tasmania
2003,refinery_input [pj],,consumption_of_fuels,Tasmania
2004,refinery_input [pj],,consumption_of_fuels,Tasmania
2005,refinery_input [pj],,consumption_of_fuels,Tasmania
2006,refinery_input [pj],,consumption_of_fuels,Tasmania
2007,refinery_input [pj],,consumption_of_fuels,Tasmania
2008,refinery_input [pj],,consumption_of_fuels,Tasmania
2009,refinery_input [pj],,consumption_of_fuels,Tasmania
2010,refinery_input [pj],,consumption_of_fuels,Tasmania
2011,refinery_input [pj],,consumption_of_fuels,Tasmania
2012,refinery_input [pj],,consumption_of_fuels,Tasmania
2013,refinery_input [pj],,consumption_of_fuels,Tasmania
2014,refinery_input [pj],,consumption_of_fuels,Tasmania
2015,refinery_input [pj],,consumption_of_fuels,Tasmania
2016,refinery_input [pj],,consumption_of_fuels,Tasmania
2017,refinery_input [pj],,consumption_of_fuels,Tasmania
2018,refinery_input [pj],,consumption_of_fuels,Tasmania
2019,refinery_input [pj],,consumption_of_fuels,Tasmania
2020,refinery_input [pj],,consumption_of_fuels,Tasmania
2021,refinery_input [pj],,consumption_of_fuels,Tasmania
2022,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
,refinery_input [pj],,consumption_of_fuels,Tasmania
1960,petroleum_products [pj],12.9,consumption_of_fuels,Tasmania
1961,petroleum_products [pj],13.4,consumption_of_fuels,Tasmania
1962,petroleum_products [pj],16.0,consumption_of_fuels,Tasmania
1963,petroleum_products [pj],19.5,consumption_of_fuels,Tasmania
1964,petroleum_products [pj],21.6,consumption_of_fuels,Tasmania
1965,petroleum_products [pj],24.0,consumption_of_fuels,Tasmania
1966,petroleum_products [pj],26.2,consumption_of_fuels,Tasmania
